Arn_x,DataSetId,Name,CreatedTime,LastUpdatedTime,ImportMode,RowLevelPermissionTagConfigurationApplied,ColumnLevelPermissionRulesApplied,DataSetName,ScheduleId,Interval,DayOfWeek,DayOfMonth,Timezone,TimeOfTheDay,RefreshType,Arn_y
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/eb307a2c-fcf7-4513-b91f-14cd5c085d52,eb307a2c-fcf7-4513-b91f-14cd5c085d52,Sales Pipeline,2020-12-31 10:26:31.806000+00:00,2022-08-03 13:01:20.652000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/eb36b277-7ead-4d94-83c2-bc06a3a965b1,eb36b277-7ead-4d94-83c2-bc06a3a965b1,VIP SHOWS LOCK POINT EXPERIMENT,2022-05-20 10:19:23.767000+00:00,2023-06-01 07:00:17.549000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/eb3b4e2b-fcec-4bda-9c57-f8030218003a,eb3b4e2b-fcec-4bda-9c57-f8030218003a,Business Review,2020-12-24 05:53:34.451000+00:00,2022-06-12 05:33:17.141000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/eb643b34-8f22-4ca8-8ae0-dd5754c8ce94,eb643b34-8f22-4ca8-8ae0-dd5754c8ce94,Web Transactions - Source level,2023-08-23 15:33:13.673000+00:00,2023-09-11 10:33:10.804000+00:00,SPICE,False,False,Web Transactions - Source level,cea0d5f7-ff46-467e-8ea0-1b2549e0a79f,DAILY,,,Asia/Calcutta,10:43,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/eb643b34-8f22-4ca8-8ae0-dd5754c8ce94/refresh-schedule/cea0d5f7-ff46-467e-8ea0-1b2549e0a79f
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ebca5fd1-7612-4544-9c86-bd623fddfd01,ebca5fd1-7612-4544-9c86-bd623fddfd01,Active Writer Tracker- WBP Base (Weekly View) Redshift,2023-03-22 18:13:24.145000+00:00,2023-09-10 12:39:13.194000+00:00,SPICE,False,False,Active Writer Tracker- WBP Base (Weekly View) Redshift,d5eb23fc-10a5-47cc-a352-42497ce0dbb9,DAILY,,,Asia/Calcutta,17:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ebca5fd1-7612-4544-9c86-bd623fddfd01/refresh-schedule/d5eb23fc-10a5-47cc-a352-42497ce0dbb9
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ebd4b661-66cd-4a3d-aa32-66bb2f9ece39,ebd4b661-66cd-4a3d-aa32-66bb2f9ece39,"Daily, Weekly, Monthly AppsFlyer Organic/Marketing Retention on User IDs (Parameter = D1+)",2023-08-29 19:02:02.300000+00:00,2023-08-30 09:48:51.472000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ec02d877-785c-4b94-829f-469d556bbfd7,ec02d877-785c-4b94-829f-469d556bbfd7,Live_Non_Live_Paywall_Analysis_P1_P2_P3_P4_v2,2023-07-20 09:11:02.985000+00:00,2023-09-05 11:02:30.967000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ec103f23-9455-4fa6-b236-3e1933c68e99,ec103f23-9455-4fa6-b236-3e1933c68e99,Novels Cost Recovery Whales and Super Whales Redshift,2023-04-13 19:00:43.062000+00:00,2023-09-11 10:22:28.835000+00:00,SPICE,False,False,Novels Cost Recovery Whales and Super Whales Redshift,89d7a3f3-eef7-41b7-be78-6b94e83bbc6c,DAILY,,,Asia/Calcutta,16:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ec103f23-9455-4fa6-b236-3e1933c68e99/refresh-schedule/89d7a3f3-eef7-41b7-be78-6b94e83bbc6c
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ec6342b4-14a6-40ca-97e1-8bb2b9e02d26,ec6342b4-14a6-40ca-97e1-8bb2b9e02d26,Novels Daily Transactions by Plans Redshift,2023-04-16 18:46:18.458000+00:00,2023-09-11 09:18:09.331000+00:00,SPICE,False,False,Novels Daily Transactions by Plans Redshift,709fa18a-e75d-46d6-8450-5b1870d5ea04,DAILY,,,Asia/Calcutta,14:45,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ec6342b4-14a6-40ca-97e1-8bb2b9e02d26/refresh-schedule/709fa18a-e75d-46d6-8450-5b1870d5ea04
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ec6813b4-97a4-42ee-8a40-01d043735c25,ec6813b4-97a4-42ee-8a40-01d043735c25,ds_autoplay_exploration,2023-04-22 17:33:11.317000+00:00,2023-04-23 18:35:18.535000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ecace8f2-3973-4687-9aea-8b3fab164c78,ecace8f2-3973-4687-9aea-8b3fab164c78,Free Shows Non Spender D30 Deep Dive v3,2023-09-01 13:40:41.205000+00:00,2023-09-11 10:31:08.794000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ece03ff0-2b89-4293-938e-3c39019ea4b5,ece03ff0-2b89-4293-938e-3c39019ea4b5,Playtime Distribution,2021-05-19 08:07:19.611000+00:00,2022-01-04 07:22:02.233000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ecea3558-3928-4940-9fde-64360983b6c9,ecea3558-3928-4940-9fde-64360983b6c9,Novels Monthly Retention Standardised Redshift,2023-04-03 10:44:40.047000+00:00,2023-09-11 07:37:18.758000+00:00,SPICE,False,False,Novels Monthly Retention Standardised Redshift,44285e1e-f2b7-4cd1-81e5-1386402bc2f5,DAILY,,,Asia/Calcutta,13:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ecea3558-3928-4940-9fde-64360983b6c9/refresh-schedule/44285e1e-f2b7-4cd1-81e5-1386402bc2f5
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ecf8f6d0-35b8-43ff-aed6-b42c7063476c,ecf8f6d0-35b8-43ff-aed6-b42c7063476c,notifi_received_per_user_updated,2023-06-01 06:06:03.030000+00:00,2023-06-01 10:06:24.321000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed2916c1-e853-4f1a-89de-9eafb2581787,ed2916c1-e853-4f1a-89de-9eafb2581787,MAU X Gender X Language,2021-10-11 11:53:56.873000+00:00,2023-08-31 18:32:23.298000+00:00,SPICE,False,False,MAU X Gender X Language,cd3c17cf-0841-4eb3-8cbd-547c85101d45,MONTHLY,,LAST_DAY_OF_MONTH,Asia/Kolkata,23:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed2916c1-e853-4f1a-89de-9eafb2581787/refresh-schedule/cd3c17cf-0841-4eb3-8cbd-547c85101d45
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed4d3f71-e3c5-4c90-924c-8ea68d9bd3a7,ed4d3f71-e3c5-4c90-924c-8ea68d9bd3a7,Rdau Eng Catalog Tags,2023-03-16 13:09:13.613000+00:00,2023-09-11 10:34:51.221000+00:00,SPICE,False,False,Rdau Eng Catalog Tags,9e6afaa1-7f5a-4991-a5ac-fa0c255512dd,DAILY,,,Asia/Calcutta,16:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed4d3f71-e3c5-4c90-924c-8ea68d9bd3a7/refresh-schedule/9e6afaa1-7f5a-4991-a5ac-fa0c255512dd
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed538bc4-491b-4c8c-b839-4ffe3e8f11e4,ed538bc4-491b-4c8c-b839-4ffe3e8f11e4,WBP Drop Off 40%,2023-01-11 14:41:03.635000+00:00,2023-04-11 11:48:04.432000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed6d514e-6460-43a7-8729-18f02df7a61e,ed6d514e-6460-43a7-8729-18f02df7a61e,Reactivation of Authors who created post churn(2x),2023-08-08 12:26:45.775000+00:00,2023-08-09 11:12:48.546000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed750ba9-6618-44d7-a25a-dd7a2c97f4f1,ed750ba9-6618-44d7-a25a-dd7a2c97f4f1,New Release Impression Bump Experiment,2022-05-20 02:27:23.260000+00:00,2022-07-01 07:01:11.416000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed775729-a588-4719-97cc-c31fd7f413ea,ed775729-a588-4719-97cc-c31fd7f413ea,Free Show Exp Engagement Metrics Automated - redshift,2023-08-14 06:54:55.363000+00:00,2023-09-11 09:54:33.262000+00:00,SPICE,False,False,Free Show Exp Engagement Metrics Automated - redshift,9d933367-fea9-42d9-85af-925bb2c32fd3,DAILY,,,Asia/Calcutta,13:23,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed775729-a588-4719-97cc-c31fd7f413ea/refresh-schedule/9d933367-fea9-42d9-85af-925bb2c32fd3
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed84748f-68d3-4c38-b1c5-ce67c9d8b2e4,ed84748f-68d3-4c38-b1c5-ce67c9d8b2e4,WBP Rolling Books Trend Redshift,2023-03-23 12:35:00.475000+00:00,2023-09-11 09:30:22.452000+00:00,SPICE,False,False,WBP Rolling Books Trend Redshift,82eaac02-acd6-41a9-b134-901587fb7f59,DAILY,,,Asia/Calcutta,14:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ed84748f-68d3-4c38-b1c5-ce67c9d8b2e4/refresh-schedule/82eaac02-acd6-41a9-b134-901587fb7f59
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/edad0613-ac7e-4854-905d-64ced01d33f7,edad0613-ac7e-4854-905d-64ced01d33f7,Web and Social Media Analytics,2022-09-14 05:52:13.293000+00:00,2022-09-14 05:52:28.302000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/edd29309-10d8-4d25-96ae-89a1f58e3150,edd29309-10d8-4d25-96ae-89a1f58e3150,screen_variant,2022-04-29 09:37:24.269000+00:00,2022-05-17 08:43:05.810000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/eddb62ad-320b-40e2-a407-1ffd938692de,eddb62ad-320b-40e2-a407-1ffd938692de,Playtime Gender X Language,2021-10-11 09:32:54.426000+00:00,2022-01-04 07:21:51.857000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ede43c13-4758-4510-9e3d-9f64b46923b1,ede43c13-4758-4510-9e3d-9f64b46923b1,New custom SQL,2023-02-26 07:19:17.060000+00:00,2023-02-26 07:20:02.970000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ede92c06-4492-49c9-bb96-f14348e2d5f8,ede92c06-4492-49c9-bb96-f14348e2d5f8,User retention v3 test,2021-03-24 08:27:34.909000+00:00,2022-01-04 07:22:07.624000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ee37b375-10dc-489e-a959-904bfe4c3e16,ee37b375-10dc-489e-a959-904bfe4c3e16,Revenue create v3,2021-10-04 12:57:21.754000+00:00,2022-01-04 07:21:52.249000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ee58e732-9be6-4e6f-80bb-2d1cdd163dc8,ee58e732-9be6-4e6f-80bb-2d1cdd163dc8,reactivation_rate_activation,2023-02-27 09:25:35.894000+00:00,2023-08-01 04:02:25.594000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ee7cb925-f90f-45b7-8fd1-2a883cbc01c9,ee7cb925-f90f-45b7-8fd1-2a883cbc01c9,Reactivation of Contracted Authors(5x) - Published_5k,2023-08-23 08:14:51.305000+00:00,2023-08-23 08:16:04.096000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ee96f646-35da-41a8-a75c-246b7edb0f2a,ee96f646-35da-41a8-a75c-246b7edb0f2a,coin_spent_per_week_post_reactivation_median_info,2023-03-14 06:37:35.671000+00:00,2023-04-13 03:19:48.411000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ee9a0b0d-c6d3-4d95-a4da-b95280735ad3,ee9a0b0d-c6d3-4d95-a4da-b95280735ad3,WBP Consolidated Payment V4 Redshift,2023-04-03 13:41:53.256000+00:00,2023-09-11 06:30:04.526000+00:00,SPICE,False,False,WBP Consolidated Payment V4 Redshift,0d87bd7c-1d74-498e-b574-cab21c6f3c17,DAILY,,,Asia/Calcutta,11:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ee9a0b0d-c6d3-4d95-a4da-b95280735ad3/refresh-schedule/0d87bd7c-1d74-498e-b574-cab21c6f3c17
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/eec6735d-0064-44f8-ba13-38c9beef26d8,eec6735d-0064-44f8-ba13-38c9beef26d8,Active Writer Tracker- WBP Base,2022-10-13 16:05:35.803000+00:00,2023-03-23 11:29:54.034000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/eee3e169-37c6-4c19-b4b6-999a21c21a16,eee3e169-37c6-4c19-b4b6-999a21c21a16,Influencer Experiments,2021-03-17 06:54:16.823000+00:00,2022-01-04 12:02:11.050000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/eefb9d20-2cc8-48bc-b45a-c8656c20fe8a,eefb9d20-2cc8-48bc-b45a-c8656c20fe8a,ds_new_show_all,2022-03-09 12:17:08.647000+00:00,2022-03-16 14:48:36.197000+00:00,DIRECT_QUERY,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ef211d78-3a90-46ac-b691-44f520801fac,ef211d78-3a90-46ac-b691-44f520801fac,ds-multi-exp,2023-01-22 08:09:03.983000+00:00,2023-02-08 17:11:18.669000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ef564dfe-1481-43c9-b0ff-6200406a5bed,ef564dfe-1481-43c9-b0ff-6200406a5bed,Sales Pipeline,2021-05-26 08:46:10.225000+00:00,2022-08-03 13:01:03.655000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ef59d60e-8ae7-4c83-922b-e022d205928f,ef59d60e-8ae7-4c83-922b-e022d205928f,Revenue_create_updated,2021-09-30 12:48:20.212000+00:00,2022-01-04 07:21:52.806000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ef6ba827-2b27-4130-9de9-c50da9141713,ef6ba827-2b27-4130-9de9-c50da9141713,Pocket Writer Team Allocation Redshift,2023-03-15 14:31:54.606000+00:00,2023-09-11 10:32:32.639000+00:00,SPICE,False,False,Pocket Writer Team Allocation Redshift,975d2143-1814-4eee-854b-220551f8d0d8,DAILY,,,Asia/Calcutta,15:59,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ef6ba827-2b27-4130-9de9-c50da9141713/refresh-schedule/975d2143-1814-4eee-854b-220551f8d0d8
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ef6e34d0-e620-4f07-a481-4058cdb9e795,ef6e34d0-e620-4f07-a481-4058cdb9e795,yakshini special show ads to revenue,2022-07-20 04:43:58.524000+00:00,2022-12-05 12:07:13.059000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ef6ea2a7-de1f-4950-b4fd-bbd4b240e168,ef6ea2a7-de1f-4950-b4fd-bbd4b240e168,Website transactions - Redshift,2023-04-14 06:09:04.727000+00:00,2023-09-11 05:31:38.138000+00:00,SPICE,False,False,Website transactions - Redshift,28b193bc-3fdf-4787-89ef-db89f3719b44,DAILY,,,Asia/Calcutta,11:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/ef6ea2a7-de1f-4950-b4fd-bbd4b240e168/refresh-schedule/28b193bc-3fdf-4787-89ef-db89f3719b44
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/efcda704-0789-41de-a478-a35053e814dc,efcda704-0789-41de-a478-a35053e814dc,Installs Month on Month Distribution by Playtime User Tag,2022-11-24 11:03:45.520000+00:00,2023-02-05 18:36:58.811000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/efd93264-6d8b-4240-838b-d674af88ae6b,efd93264-6d8b-4240-838b-d674af88ae6b,New Release Fast Pass Subset Retention View,2023-07-31 13:37:08.386000+00:00,2023-07-31 17:53:49.296000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/efe62607-e83a-484d-ae6e-223717c38bde,efe62607-e83a-484d-ae6e-223717c38bde,PDV2_new,2022-11-05 19:18:07.840000+00:00,2022-12-13 13:34:09.192000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f01908d8-a935-448d-a6e2-754f40120330,f01908d8-a935-448d-a6e2-754f40120330,Audio_inventory_vs_actual_advetisement_analysis,2021-12-29 08:23:30.229000+00:00,2022-03-30 06:37:35.219000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f036e6e5-254a-402c-8098-fee1f08dfc31,f036e6e5-254a-402c-8098-fee1f08dfc31,Reactivation v2 experiment,2023-06-14 07:27:02.886000+00:00,2023-06-27 05:10:39.502000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f06bd9a7-675e-46ce-b74f-a2d053abdb09,f06bd9a7-675e-46ce-b74f-a2d053abdb09,core_product_metric_v3,2021-08-12 09:05:17.100000+00:00,2022-01-04 07:21:52.560000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f06d9d74-4c30-430c-afb0-043d86a719c5,f06d9d74-4c30-430c-afb0-043d86a719c5,Sales Pipeline,2021-05-30 14:33:07.411000+00:00,2022-06-12 05:33:16.748000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f083f760-8bae-4c97-a488-16940d7953b4,f083f760-8bae-4c97-a488-16940d7953b4,Pocket_vip_Ad_tracking,2023-05-03 10:08:18.132000+00:00,2023-09-10 13:07:54.815000+00:00,SPICE,False,False,Pocket_vip_Ad_tracking,eb4512ef-7341-44e5-913d-b1f6bbdcae87,WEEKLY,SUNDAY,,Asia/Calcutta,17:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f083f760-8bae-4c97-a488-16940d7953b4/refresh-schedule/eb4512ef-7341-44e5-913d-b1f6bbdcae87
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f0b8e2ae-6ae5-4cf7-8521-a20aac8a65fd,f0b8e2ae-6ae5-4cf7-8521-a20aac8a65fd,revenue_install_v3,2021-09-09 05:09:56.545000+00:00,2022-01-04 07:21:54.780000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f0bdca2e-39e2-4294-bdef-8a8e357f76fe,f0bdca2e-39e2-4294-bdef-8a8e357f76fe,reactivation_listening_users_updated,2023-07-25 09:24:23.881000+00:00,2023-07-25 13:21:44.092000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f1028c6d-238a-4e01-ac20-af6de5752005,f1028c6d-238a-4e01-ac20-af6de5752005,Anand Task Data July 13,2023-07-13 05:31:47.748000+00:00,2023-07-13 05:58:53.296000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f12c7935-0751-4a58-8fbc-255eaf831a18,f12c7935-0751-4a58-8fbc-255eaf831a18,UNLOCKED EPISODE CONTENT,2022-01-25 07:52:16.160000+00:00,2023-05-24 08:31:21.191000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f138585d-9a5c-4559-a345-12043060964d,f138585d-9a5c-4559-a345-12043060964d,Web and Social Media Analytics,2022-01-04 07:19:05.390000+00:00,2022-01-04 07:19:20.123000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f15705c8-f4d4-45d5-9544-f5b5fab3dae3,f15705c8-f4d4-45d5-9544-f5b5fab3dae3,Web and Social Media Analytics,2023-03-15 08:19:25.617000+00:00,2023-06-16 12:09:54.414000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f1654c12-3790-482c-b321-eaa56b5e0a86,f1654c12-3790-482c-b321-eaa56b5e0a86,Cost Recovery Cohort wise calendar month - whales - Redshift,2023-04-13 05:03:31.709000+00:00,2023-09-11 10:26:47.758000+00:00,SPICE,False,False,Cost Recovery Cohort wise calendar month - whales - Redshift,4bf23d14-4d99-454a-b03e-16d62e35f3c9,DAILY,,,Asia/Calcutta,15:32,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f1654c12-3790-482c-b321-eaa56b5e0a86/refresh-schedule/4bf23d14-4d99-454a-b03e-16d62e35f3c9
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f17f2180-2141-458d-bcdb-6ebb9edb71c2,f17f2180-2141-458d-bcdb-6ebb9edb71c2,Rewarded ads experiment all - Redshift,2023-01-31 09:08:25.289000+00:00,2023-09-11 08:57:46.653000+00:00,SPICE,False,False,Rewarded ads experiment all - Redshift,1bc8836b-ae35-454e-82fb-625ded814dc3,DAILY,,,Asia/Calcutta,13:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f17f2180-2141-458d-bcdb-6ebb9edb71c2/refresh-schedule/1bc8836b-ae35-454e-82fb-625ded814dc3
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f203e2dc-f693-4bed-ba20-ad0020b3c470,f203e2dc-f693-4bed-ba20-ad0020b3c470,Core Metrics Updated - Redshift,2023-04-06 10:21:28.044000+00:00,2023-09-11 04:28:35.454000+00:00,SPICE,False,False,Core Metrics Updated - Redshift,0ad3ce3a-9cc3-4f99-8002-624fff911bb8,DAILY,,,Asia/Calcutta,09:48,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f203e2dc-f693-4bed-ba20-ad0020b3c470/refresh-schedule/0ad3ce3a-9cc3-4f99-8002-624fff911bb8
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f22536f7-945f-4020-97be-a7d2450fab21,f22536f7-945f-4020-97be-a7d2450fab21,number_zero_exp,2022-04-08 08:00:44.622000+00:00,2022-04-08 09:45:42.526000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f276cb4c-e506-488e-87db-98d5b6809432,f276cb4c-e506-488e-87db-98d5b6809432,Cost recovery  (new repeat installs),2023-01-25 05:29:22.448000+00:00,2023-05-26 08:47:19.326000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f27e6af8-9511-4ec7-9508-1670460528a8,f27e6af8-9511-4ec7-9508-1670460528a8,Player Payment Funnel Tracking,2023-03-27 13:38:55.899000+00:00,2023-09-11 09:45:11.891000+00:00,SPICE,False,False,Player Payment Funnel Tracking,0d43682b-212f-4e59-8671-45a0615a4d66,WEEKLY,MONDAY,,Asia/Calcutta,15:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f27e6af8-9511-4ec7-9508-1670460528a8/refresh-schedule/0d43682b-212f-4e59-8671-45a0615a4d66
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f27f0977-a6d6-4b15-a855-65f778c0152a,f27f0977-a6d6-4b15-a855-65f778c0152a,Novels MAU V1 Redshift,2023-04-20 20:21:53.818000+00:00,2023-09-11 03:39:07.428000+00:00,SPICE,False,False,Novels MAU V1 Redshift,5cb84a9a-18a3-4f22-826a-8864b5ef6f56,DAILY,,,Asia/Calcutta,09:00,FULL_REFRESH,arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f27f0977-a6d6-4b15-a855-65f778c0152a/refresh-schedule/5cb84a9a-18a3-4f22-826a-8864b5ef6f56
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f2990b7f-3e58-404e-b2d5-61f163319b49,f2990b7f-3e58-404e-b2d5-61f163319b49,Weekly Sessions Deep Dive Views (Redshift),2023-04-17 14:12:37.358000+00:00,2023-04-19 05:32:51.503000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f2a2d53d-e845-4e8f-8a50-c95728d5f817,f2a2d53d-e845-4e8f-8a50-c95728d5f817,Athena DAU Info (Redshift vs Athena),2022-12-16 06:17:29.687000+00:00,2022-12-16 17:29:13.971000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f2ae41e5-91bc-407c-b397-48247fb3aa8a,f2ae41e5-91bc-407c-b397-48247fb3aa8a,Web and Social Media Analytics,2020-12-19 06:48:43.399000+00:00,2022-01-04 07:22:20.359000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f2bb5491-75d4-4bb7-b8b1-af4f5e93381c,f2bb5491-75d4-4bb7-b8b1-af4f5e93381c,Pocket_vip_Ad_tracking,2021-06-28 05:36:42.347000+00:00,2023-05-21 08:05:37.658000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f2cc59a1-6859-4fb6-9e1b-c8c8d92b94dd,f2cc59a1-6859-4fb6-9e1b-c8c8d92b94dd,Progress Event Athena,2022-12-19 15:26:45.584000+00:00,2022-12-26 12:00:46.324000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f2d9cbb6-9b3a-40a9-95bd-6b84105299a3,f2d9cbb6-9b3a-40a9-95bd-6b84105299a3,Incent Campaigns Funnel,2022-06-07 10:09:01.658000+00:00,2023-03-03 07:17:53.030000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f2e771ed-3bac-4752-bd92-777961282695,f2e771ed-3bac-4752-bd92-777961282695,Sales Pipeline,2022-08-03 13:19:02.963000+00:00,2022-08-04 10:22:03.675000+00:00,SPICE,False,False,,,,,,,,,
arn:aws:quicksight:ap-southeast-1:856517911253:dataset/f2f49415-d535-4007-b1c8-70c6690dffa5,f2f49415-d535-4007-b1c8-70c6690dffa5,Reactivation of Contracted Writers who published(2x),2023-08-09 11:44:07.417000+00:00,2023-08-09 12:34:03.216000+00:00,SPICE,False,False,,,,,,,,,
